OBJECTID,LANES,COND,midlat,midlong,COND_num
141712,4,Fair,42.4308144409,-83.18726338114999,2
53124,3,Good,42.80898519395,-82.76417240270001,3
18999,4,Good,42.454243171,-83.10338174735,3
24918,3,Poor,42.5678839279,-83.42012932189999,1
75231,2,Poor,42.97159361425,-82.50270434145,1
120852,3,Fair,42.4235143382,-83.0669479057,2
191272,4,Poor,42.3014920324,-83.271822612,1
66761,3,Good,42.6016926615,-83.92780885645001,3
191619,5,Good,42.40387811215,-82.9358092958,3
121680,2,Poor,42.41064981445,-82.9017188389,1
188505,2,Fair,42.239642016000005,-83.66759129425,2
192429,2,Fair,42.34397732545,-83.4175324254,2
50531,2,Good,42.4764219515,-83.0413976569,3
120310,3,Poor,42.3366664125,-83.0288561806,1
53059,2,Poor,42.7602219854,-82.94353025915001,1
74730,2,Good,42.7997282647,-82.59501721424999,3
13579,4,Poor,42.5149446485,-83.33985538015,1
156909,2,Good,42.680805081,-82.98758685495,3
43209,4,Good,42.64495323335,-83.09242804465,3
44216,3,Fair,42.5673134233,-82.98847006135,2
137866,3,Good,42.4185235481,-83.07864434385,3
196622,7,Fair,42.39461330575,-83.00424015429999,2
85829,2,Fair,41.99956767135,-83.41896829219999,2
65308,5,Poor,42.60632877395,-83.9273268163,1
143006,4,Fair,42.420875893200005,-83.05879679045,2
207703,3,Poor,42.332508395000005,-83.0504450193,1
146300,2,Fair,42.64876068945,-83.15893986809999,2
94502,2,Poor,42.26605511335,-83.58942858054999,1
69669,3,Good,42.5811244226,-83.93315440765,3
71759,4,Fair,42.975828077900005,-82.4330985668,2
49894,2,Fair,42.4734391322,-83.01595745675,2
115278,7,Fair,42.372487216050004,-83.2029374353,2
119066,5,Poor,42.39444828795,-83.10082811445,1
194691,2,Poor,42.4260566245,-82.93280294285,1
40532,3,Fair,42.5257771057,-83.35282576755,2
193988,1,Fair,42.377924614600005,-83.4807848041,2
124243,2,Fair,42.28926788775,-83.2597220063,2
4635,5,Fair,42.78381270655,-83.24134920315001,2
201444,1,Fair,42.4438763139,-83.237439069,2
54434,2,Fair,42.64329328775,-83.0050033451,2
204999,1,Poor,42.123298729249996,-83.15166406944999,1
108630,7,Fair,42.3500811208,-83.05967960015,2
191501,5,Fair,42.400424213250005,-82.94521785775001,2
135435,2,Poor,42.20400488375,-83.52537472645,1
147657,2,Poor,42.511698993050004,-83.77789471105001,1
133798,2,Fair,42.3388859167,-83.47673843794999,2
120744,4,Fair,42.3777439744,-83.02544049445,2
132558,1,Fair,42.22093792894999,-83.19782995534999,2
117712,5,Poor,42.3110153489,-83.33873928,1
150310,2,Good,42.690604977199996,-83.11289831619999,3
660,2,Good,42.675563896599996,-83.19208626310001,3
163419,5,Fair,42.27519271435,-83.1331701595,2
101370,3,Poor,42.21384319165,-83.17229526755,1
181486,5,Good,42.63673536735,-83.21001664555,3
12985,5,Poor,42.5750351045,-83.36216957190001,1
42476,3,Good,42.55127372425,-83.00453690135001,3
116552,5,Poor,42.39599302415,-83.4323873953,1
113691,5,Poor,42.42224314615,-83.10829925535,1
76304,3,Poor,42.9926336187,-82.53850959505,1
139953,5,Fair,42.3800980429,-83.3728045347,2
192080,3,Poor,42.38628947985001,-83.14406165700001,1
200138,2,Fair,42.29828795325,-83.52445125245,2
191494,5,Fair,42.39798634235,-82.9518618973,2
17951,3,Good,42.46850513395,-83.11495792905001,3
55764,5,Fair,42.63803807755,-82.99341881195,2
200720,2,Fair,42.26868739615,-83.33358853715,2
143286,4,Fair,42.41749403585,-83.0266952016,2
79993,2,Good,41.747094769149996,-83.69598220155001,3
126951,4,Poor,42.38299567935,-83.19796176324999,1
175306,4,Poor,42.439717926200004,-83.4801773681,1
82666,3,Fair,41.90079243155,-83.3725514459,2
1909,3,Fair,42.4608040063,-83.1255628201,2
155628,4,Poor,42.4709450643,-83.43144251165,1
13086,3,Poor,42.5174352487,-83.3791508134,1
45258,2,Poor,42.4552085567,-82.92862325120001,1
121124,4,Poor,42.358581355599995,-82.9994181937,1
93838,2,Fair,42.181000063599996,-83.5728272177,2
205330,1,Poor,42.297207923900004,-83.24284288954999,1
61518,2,Fair,42.4713706806,-83.03169249084999,2
184139,2,Poor,42.55084785865,-83.18649702935,1
197080,3,Poor,42.3781891343,-82.96362668315001,1
20359,5,Poor,42.6581974714,-83.3804784617,1
207073,4,Fair,42.3468518336,-83.05200555805,2
191558,4,Poor,42.37364573845,-83.01892243195,1
206905,4,Fair,42.49457424265,-82.8890691704,2
146541,4,Fair,42.4438166524,-83.23634779725,2
108559,3,Poor,42.3900435484,-83.10886873505001,1
82172,2,Fair,41.83162156335,-83.6091317211,2
69658,3,Good,42.56773413935,-83.9323763444,3
52595,2,Good,42.75473648925,-82.86012069385,3
20382,6,Poor,42.63634824355,-83.3059428574,1
161352,4,Poor,42.517456190299995,-82.94054298365,1
145179,2,Fair,42.44312787615,-83.4511703469,2
20441,3,Fair,42.64382852485,-83.18122877335,2
67882,2,Good,42.597791059100004,-83.930595992,3
15733,6,Fair,42.4447817411,-83.20451830869999,2
134910,5,Fair,42.3653527769,-83.33285447205,2
77335,2,Fair,42.977864493249996,-82.4391751738,2
83285,2,Poor,42.09403795045,-83.34429010495,1
208804,4,Poor,42.34170048525,-82.98342865075,1
43242,5,Good,42.59816087635,-83.09019152815,3
100434,4,Poor,42.3877701698,-83.01358398675,1
195692,4,Poor,42.2593435371,-83.486684191,1
195669,4,Poor,42.24919915615,-83.48638235565,1
190723,3,Poor,42.41297001,-83.16014051345,1
11381,2,Fair,42.5132937558,-83.48690282445,2
141930,1,Good,42.2513823999,-83.14207264775,3
59383,2,Poor,42.5081331001,-83.0171764703,1
184680,4,Fair,42.988559299049996,-82.44757604935,2
197138,7,Poor,42.36837651805,-82.96719051400001,1
163533,5,Poor,42.23217077535,-83.14903538109999,1
43145,4,Poor,42.45485343425,-83.0836832948,1
119875,4,Poor,42.37636939825,-83.23664608735001,1
40886,4,Poor,42.61715931415,-83.31625273265,1
116969,5,Fair,42.38558950395,-83.255307782,2
153,3,Fair,42.70055085355,-83.13651702935,2
115157,2,Poor,42.435122445100006,-83.2917515801,1
109576,3,Fair,42.1697129235,-83.2430265292,2
31531,3,Good,42.644593524049995,-83.17325903625,3
194432,2,Poor,42.38267096,-83.38767630295,1
99973,3,Fair,42.4392261304,-83.09491514905,2
107501,1,Fair,42.220428242349996,-83.48475095629999,2
187565,3,Poor,42.2314391916,-83.61555243334999,1
191142,3,Good,42.3877969639,-83.27610604175,3
98756,4,Good,42.35143109455,-83.1002894657,3
121685,2,Fair,42.410004402300004,-82.89391698985,2
117435,2,Poor,42.1706192797,-83.17558742735,1
100785,2,Fair,42.4331633225,-82.9604634609,2
127068,5,Fair,42.29455907345,-83.17922232775,2
41116,4,Poor,42.483386435599996,-83.20830881090001,1
134184,4,Poor,42.377347182600005,-83.51245357965,1
131364,3,Fair,42.276915896350005,-83.20567670375,2
119725,2,Fair,42.3440058507,-83.1877631718,2
116943,4,Good,42.3845050085,-83.31134037870001,3
155301,2,Good,42.592575644899995,-83.5888599301,3
158522,3,Poor,42.5391533158,-82.90961030394999,1
105498,1,Fair,42.3434620468,-83.04281861275001,2
50085,2,Fair,42.4662619361,-82.97105836944999,2
107433,3,Poor,42.39034004945,-83.0098384369,1
17825,5,Good,42.5339163789,-83.14628323849999,3
143104,1,Poor,42.41400148375,-82.9072348098,1
155819,2,Good,42.5094882743,-83.7873474175,3
117831,2,Fair,42.341216613499995,-83.44687633435001,2
42515,7,Fair,42.537696730899995,-83.029275801,2
192086,2,Poor,42.423364286799995,-83.0347267038,1
87994,3,Good,42.33106011815,-83.88725770114999,3
117788,3,Fair,42.3123554126,-83.2800329686,2
197195,7,Poor,42.37077275715,-82.95099018545,1
101688,2,Poor,42.2837975896,-83.2601435886,1
209427,1,Good,42.52882837905,-83.36032188864999,3
137761,4,Poor,42.41376826775,-83.30193339905,1
31831,2,Fair,42.6785382475,-83.26743597505,2
109627,3,Fair,42.24634822015,-83.1919961319,2
197103,7,Poor,42.35771401055,-82.9859896862,1
99400,3,Fair,42.404938134800005,-83.15877946865001,2
116644,5,Poor,42.396494464949996,-83.40779292190001,1
82388,3,Fair,41.99090992315,-83.32833344075,2
81533,2,Fair,42.04667244265001,-83.2243484244,2
96014,2,Poor,42.276973033649995,-83.6947240901,1
42432,5,Poor,42.532858319249996,-83.0080710519,1
132972,5,Poor,42.2687245882,-83.28768260550001,1
143177,2,Poor,42.400048041299996,-82.8934411086,1
190938,1,Fair,42.38343030845,-83.5120773579,2
198584,1,Poor,42.3270521944,-83.25928891525001,1
151512,2,Fair,43.0177234525,-82.44588519875,2
136417,4,Poor,42.3567654474,-83.27920291985001,1
115220,5,Good,42.37101600165,-83.2845519533,3
137226,2,Fair,42.4340612337,-83.4937183872,2
4486,5,Good,42.619659027050005,-83.2738031991,3
23803,3,Good,42.443670887150006,-83.6501127885,3
197553,3,Fair,42.3000075171,-83.243760074,2
2641,2,Fair,42.49325448545,-83.20200327045,2
116884,4,Good,42.384123350050004,-83.31467971005,3
119491,3,Fair,42.37730588105,-83.10431696235,2
98134,2,Fair,42.33031713765,-83.15113770914999,2
144700,2,Fair,42.49990540135,-83.40382778165,2
43957,1,Poor,42.4659993324,-82.92026449455,1
45704,7,Fair,42.451454661499994,-83.00082509239999,2
86047,2,Good,41.999040474500006,-83.39212339150001,3
119620,3,Good,42.355838395350005,-83.11048583035,3
188900,2,Fair,42.414580538850004,-83.7477867083,2
61727,2,Fair,42.45579554595,-82.9670843798,2
22343,4,Fair,42.51966934585,-83.1257158963,2
209402,3,Poor,42.5280121315,-83.37295208265,1
118460,4,Fair,42.34765809725,-83.12079274729999,2
42550,7,Fair,42.4992380299,-83.02805019659999,2
207905,2,Fair,42.318483726150006,-83.15802426515,2
115242,5,Poor,42.35965351865,-83.4327485938,1
106836,4,Poor,42.4395098789,-83.01674151155,1
196609,7,Fair,42.4044932397,-82.99776779135,2
142271,2,Poor,42.2751702598,-83.1282244882,1
209389,3,Poor,42.52775773815,-83.38253348855,1
94098,3,Good,42.209123873500005,-83.61805971165,3
10512,2,Poor,42.5472393179,-83.49997315639999,1
30039,5,Poor,42.657208523600005,-83.3007690699,1
181991,2,Fair,42.641071426500005,-83.3051505903,2
102094,1,Fair,42.3712922994,-83.27425756619999,2
29378,5,Fair,42.6560214303,-83.31516893144999,2
96757,2,Poor,42.33154733320001,-84.03877994425,1
115231,5,Poor,42.3600767201,-83.42019011894999,1
201488,1,Poor,42.448195804,-83.03263405095001,1
101557,2,Poor,42.246731011099996,-83.275058362,1
90567,2,Good,42.3107997378,-83.76790698510001,3
198642,2,Fair,42.31752584925,-83.26287600175,2
51672,3,Poor,42.566346889749994,-83.0101889092,1
99467,3,Fair,42.3525331856,-83.07286872770001,2
111880,4,Good,42.2939672298,-83.1274706127,3
12758,3,Poor,42.58306759325,-83.35956217309999,1
41787,3,Fair,42.57341521555,-82.85829952505,2
169887,3,Poor,42.61719655355,-83.35010116015,1
112924,5,Poor,42.33177664585,-83.29229866675,1
116434,3,Fair,42.3790684224,-83.2347244859,2
195410,4,Poor,42.27992043215,-83.4061059255,1
208558,1,Fair,42.2964695011,-83.43818951185,2
30446,3,Good,42.6624910822,-83.26900060029999,3
42713,3,Poor,42.45462348335,-83.04424607109999,1
47648,3,Poor,42.50411112815,-82.93192922385,1
1584,4,Good,42.5144240384,-83.3325426299,3
95,2,Good,42.628218403000005,-83.16163422650001,3
127403,1,Fair,42.295563364100005,-83.25812892755,2
16512,4,Fair,42.44799116915,-83.12251079025,2
97675,3,Poor,42.2883718388,-83.27134720800001,1
12707,5,Fair,42.555182881099995,-83.36117234495,2
209227,1,Poor,42.316588362350004,-83.49163252459999,1
164268,3,Fair,42.62286277445,-83.2823713324,2
41815,3,Fair,42.5535349762,-82.8655216436,2
98984,7,Good,42.38342643875,-83.17543599765,3
45060,4,Poor,42.4472026802,-83.06849963445,1
100884,5,Poor,42.19732828245,-83.27635877144999,1
205438,1,Good,42.40838871945,-83.08243217205,3
99395,3,Fair,42.364176247,-83.07977329984999,2
182366,1,Fair,42.69332472555,-83.57441112205001,2
182363,1,Good,42.45916137595,-83.1434737326,3
157616,1,Poor,42.628645156299996,-82.91326875125,1
46682,5,Poor,42.524908962400005,-82.9052608717,1
135271,4,Poor,42.3473315909,-83.31246407545,1
159374,2,Poor,42.52566717009999,-83.07227171445,1
119220,4,Poor,42.37482794995,-83.12803066285,1
197759,3,Poor,42.20553378465,-83.24747122345,1
12143,5,Poor,42.47310931525,-83.23250237355,1
123169,2,Fair,42.4118480585,-83.30552492135,2
54537,2,Poor,42.72816810915,-83.03207457835,1
98555,1,Good,42.35130504765,-83.0993491672,3
76573,2,Good,42.788582539299995,-82.73315395235,3
89327,4,Poor,42.23415092215,-83.61144511045,1
125232,2,Fair,42.2732936791,-83.24034972865,2
62226,2,Poor,42.4875620131,-83.07061391405,1
196958,2,Poor,42.38450548935,-82.93187266794999,1
141410,4,Fair,42.434473235599995,-83.00283434675,2
67889,3,Fair,42.6007066153,-83.929817516,2
40552,3,Good,42.52842245045,-83.358089123,3
41901,3,Good,42.628507882799994,-82.85092831944999,3
120174,4,Poor,42.2960149029,-83.15124462095,1
19274,2,Poor,42.492566083300005,-83.1164292679,1
53411,2,Poor,42.6936201486,-83.0522267922,1
179282,3,Fair,42.67273291005,-83.2203610841,2
156738,2,Fair,42.6343890363,-82.9985375312,2
155496,4,Good,42.4680694959,-83.3834560981,3
134751,5,Good,42.184380081650005,-83.2192824107,3
89852,5,Fair,42.2724680499,-83.69811190315,2
1780,3,Poor,42.483164113399994,-83.08600662250001,1
1516,3,Poor,42.5172124648,-83.21799293185,1
183128,4,Poor,42.503231283299996,-83.18559009165,1
48926,5,Fair,42.676047417700005,-82.7526532088,2
87047,2,Good,42.20922520365,-83.95848259015,3
41638,3,Poor,42.57648440135,-82.87129781715001,1
87726,2,Good,42.37946777825,-84.03983805495,3
12097,4,Poor,42.47422308865,-83.1817360193,1
112901,4,Poor,42.35526473995,-83.29411715500001,1
103659,3,Poor,42.33580883615,-83.0915630448,1
90486,2,Good,42.29837684065,-83.7872977193,3
47735,3,Good,42.4586509101,-82.9617407479,3
47147,3,Poor,42.56388093175,-83.08567508035,1
156540,3,Fair,42.6323741138,-82.96577767285001,2
126410,3,Fair,42.2782562316,-83.336755656,2
175200,5,Poor,42.4413345725,-83.34616513735,1
109626,4,Good,42.3151411717,-83.0866215978,3
107646,1,Fair,42.38597509485,-83.2574553446,2
94520,2,Poor,42.26452354884999,-83.595606228,1
41137,3,Fair,42.4876156536,-83.2225785191,2
49416,4,Good,42.62765925395,-82.97964663260001,3
61946,2,Poor,42.60444709245,-82.8688307852,1
109616,3,Fair,42.1607732244,-83.24256660955,2
121039,1,Poor,42.40169878285,-83.0501306097,1
112342,5,Poor,42.3245474775,-83.3831786469,1
191046,3,Fair,42.224977752399994,-83.2688888703,2
153409,3,Poor,42.6166013591,-82.99270270164999,1
25924,4,Fair,42.643743881999995,-83.1708167043,2
80131,2,Fair,41.8643482398,-83.6611804806,2
46983,5,Fair,42.5515976814,-83.01287768930001,2
196331,4,Fair,42.367149822,-83.0380160051,2
190305,2,Poor,42.187590044800004,-83.57767161225,1
113991,2,Fair,42.2985206559,-83.25663897135,2
74833,3,Good,42.99942203745,-82.43213477149999,3
183526,3,Good,42.4721073044,-83.24042010894999,3
25950,2,Good,42.6328734672,-83.17020612515,3
45490,4,Good,42.4666070571,-82.89441443495,3
12032,3,Good,42.4703178541,-83.35136585015,3
63226,2,Poor,42.49383194655,-83.06427918895,1
98962,5,Fair,42.34887686365,-83.0897534969,2
191629,5,Poor,42.39115756415,-82.97076082665001,1
26736,2,Poor,42.445188031200004,-83.45700918285,1
182052,4,Poor,42.70806441395,-83.27175398035,1
149029,2,Fair,42.685092030999996,-83.2064065098,2
114499,4,Poor,42.4270533539,-83.2834933155,1
44364,3,Poor,42.668947586650006,-82.83585021454999,1
7945,3,Fair,42.63558264125,-83.1516345682,2
137255,4,Poor,42.3689518694,-83.41488961019999,1
204051,4,Fair,42.27751840955,-83.21709437244999,2
117192,3,Fair,42.3924571819,-83.43318229365,2
164571,1,Poor,42.4807417698,-83.28549530685,1
112915,5,Poor,42.334195490750005,-83.29243973825001,1
103357,3,Good,42.366538925300006,-83.1410085605,3
159875,5,Poor,42.60054799375,-82.9721598578,1
46999,5,Good,42.55385838645,-82.93620085175,3
109004,1,Fair,42.3418307347,-83.04728025255,2
100194,4,Poor,42.38651897305,-83.03898470965001,1
194884,2,Fair,42.44535498615,-82.9180343155,2
54362,2,Poor,42.6629035885,-82.80636890475,1
197282,7,Poor,42.340618733,-83.01711081274999,1
138745,2,Fair,42.29180114934999,-83.40510050649999,2
3325,6,Poor,42.47564142575,-83.22125318959999,1
123729,2,Poor,42.29517254375,-83.3109437108,1
42534,7,Fair,42.510323504400006,-83.0284872384,2
99095,7,Poor,42.3829153735,-83.17416580624999,1
107291,3,Poor,42.3815091266,-83.03171400945,1
113679,4,Poor,42.4320151611,-83.1148959272,1
99125,1,Fair,42.3508104677,-83.1004241669,2
128740,4,Poor,42.229091101449995,-83.2542786084,1
90190,4,Good,42.253963204499996,-83.7501410621,3
113592,5,Poor,42.440664472349994,-83.12120692775,1
82605,3,Fair,41.8013150345,-83.4565261846,2
32508,2,Good,42.53213451165,-83.1198516995,3
8625,3,Poor,42.603827781199996,-83.2525189437,1
184975,2,Poor,42.6277692032,-82.5204158547,1
97461,3,Fair,42.2330923799,-83.26964105615,2
19540,3,Good,42.62231692355,-83.23610689185,3
108674,7,Fair,42.354223680000004,-83.06261789735001,2
42380,5,Good,42.486614510449996,-83.00637177195,3
204037,5,Fair,42.33878491195,-83.39184640319999,2
114996,2,Fair,42.4472159929,-82.9248103183,2
200596,1,Fair,42.21245806425,-83.19447385345,2
135356,5,Fair,42.31946462735,-83.31118180885,2
143624,4,Good,42.4919339083,-83.0152818553,3
104498,3,Poor,42.3523850972,-83.07210234795,1
142144,2,Poor,42.26527378745,-83.13332174749999,1
17115,2,Poor,42.4633804428,-83.2002331107,1
110131,4,Fair,42.24304109015,-83.18045118340001,2
25997,5,Fair,42.567638657900005,-83.16751686125,2
123272,2,Fair,42.40970430275,-83.3111510287,2
204521,2,Fair,42.31652005625,-83.5038092696,2
26075,4,Poor,42.50255853925,-83.14894310675001,1
118297,2,Fair,42.3603675273,-83.05473596675,2
110944,2,Fair,42.2427212658,-83.16858458085,2
126651,2,Fair,42.3002377828,-83.3381086434,2
33690,3,Good,42.542669515149996,-83.3699862891,3
182979,3,Poor,42.49641506185,-83.4465725812,1
107356,3,Poor,42.354775348900006,-83.0847085591,1
85914,4,Fair,41.939691836899996,-83.39968739495,2
185749,4,Good,43.01285548125,-82.47830083865,3
9827,2,Poor,42.537131907100004,-83.16431690934999,1
209261,3,Good,42.52952979575,-83.36033665459999,3
33804,4,Fair,42.54615821545,-83.2343101375,2
106754,2,Poor,42.370018137049996,-83.0082979994,1
155616,5,Good,42.462924790049996,-83.3717481662,3
45646,5,Good,42.59008191375,-82.9018951753,3
66735,2,Fair,42.60749804945,-83.93715357705,2
156320,1,Fair,42.46398953485,-83.79839161505001,2
88859,5,Fair,42.24744995805,-83.5749408479,2
112350,5,Fair,42.32204130555,-83.4836287858,2
116688,5,Poor,42.3971444957,-83.37957391169999,1
52122,3,Good,42.55662120715,-83.0294541904,3
98028,5,Fair,42.33160241475,-83.06080593675,2
16126,3,Fair,42.58264613845,-83.3504910226,2
140820,5,Fair,42.20198482479999,-83.24827348335,2
17334,5,Good,42.4753974316,-83.14782400954999,3
4451,5,Good,42.62410258685,-83.0949911726,3
108998,3,Poor,42.37868568455,-83.08897261815,1
194164,2,Poor,42.38467151635,-83.28766429494999,1
2332,2,Fair,42.6681266003,-83.17299294905,2
97566,3,Good,42.252297425349994,-83.27016095645,3
140567,5,Fair,42.0949775287,-83.24916868335,2
200339,3,Good,42.329062891700005,-83.0450524343,3
11316,5,Poor,42.63933085165,-83.35421373335001,1
202359,3,Poor,42.261910336599996,-83.16694830349999,1
114247,4,Poor,42.29730828455,-83.28659113719999,1
188584,2,Fair,42.19333614675,-83.604760363,2
111382,2,Poor,42.3218025249,-83.20576527669999,1
141861,2,Fair,42.248507722650004,-83.1565215167,2
35649,5,Fair,42.729082851650006,-83.4389739967,2
161500,1,Poor,42.5173857992,-83.02443296015,1
146644,4,Fair,42.4421114653,-83.30515377110001,2
128116,5,Good,42.312362839049996,-83.15350892160001,3
87502,3,Poor,42.288997791949996,-83.8288848155,1
42729,3,Fair,42.60585564005,-83.0509735248,2
204609,1,Fair,42.42736481605,-83.31130054505,2
207974,5,Poor,42.27652416515,-83.38721041855,1
122573,4,Fair,42.396169817149996,-82.92109030405001,2
30454,3,Good,42.645377405649995,-83.28923784605,3
139936,5,Fair,42.40459094925,-83.373911376,2
106575,5,Poor,42.3919504994,-82.92968032465001,1
119217,4,Poor,42.37338137555,-83.13204328020001,1
127409,2,Fair,42.2961446396,-83.2560630824,2
152459,4,Good,42.478670073299995,-83.08959501519999,3
1917,3,Fair,42.46042896705,-83.1406760438,2
88768,4,Poor,42.267653571249994,-83.72194448285,1
98108,5,Poor,42.31832551194999,-83.18920179785,1
99407,4,Fair,42.38007436835,-83.0907563902,2
18304,4,Poor,42.66040356715,-83.24073728135,1
104286,3,Fair,42.3820708952,-83.18242678995,2
209414,4,Poor,42.5282663368,-83.36511736415,1
137992,2,Fair,42.4309138543,-83.48616906014999,2
61643,2,Poor,42.500702641649994,-83.02570823880001,1
132986,5,Poor,42.268529349000005,-83.29607433715,1
149008,2,Poor,42.67556558675,-83.17951190344999,1
198048,2,Fair,42.3065222111,-83.14528833565001,2
80064,2,Fair,41.77197495805,-83.71516867919999,2
5278,4,Fair,42.5601642626,-83.22414435715,2
45112,4,Poor,42.450216431200005,-82.964022957,1
20585,5,Poor,42.6603265766,-83.3895869356,1
123141,2,Poor,42.40672314825,-83.29799535480001,1
47244,3,Good,42.56894014695,-82.9177424026,3
103864,2,Poor,42.42390227445,-83.25819470434999,1
103258,3,Fair,42.36642011475,-83.1527063855,2
111939,3,Fair,42.244682733649995,-83.19380946095,2
109600,3,Fair,42.163094309,-83.2426922464,2
65731,3,Fair,42.63257439675,-83.7641921071,2
200001,2,Fair,42.29114927445001,-83.48708989869999,2
158488,4,Fair,42.56935194395,-82.89198249025,2
103601,4,Fair,42.335333858599995,-83.1411531751,2
152286,3,Fair,42.4730392396,-83.14305296315,2
12961,5,Good,42.53959145605,-83.36058560455,3
195701,5,Fair,42.22219778295,-83.48509032745,2
62346,2,Poor,42.485204049749996,-83.0112971333,1
65482,2,Poor,42.64805020975,-84.01998432355,1
108675,6,Fair,42.34056710265,-83.05330379085,2
98548,1,Fair,42.3514547983,-83.1005305772,2
55189,2,Fair,42.595450638450004,-82.8740878787,2
119359,4,Good,42.39152366185,-83.1113539729,3
53150,2,Fair,42.80719725305,-82.84101198585,2
4627,4,Fair,42.82315529405,-83.26351441855,2
15875,4,Fair,42.5904120714,-83.19601657474999,2
43028,5,Fair,42.5307790947,-83.06835246905,2
91928,3,Good,42.27671706665,-83.79925578289999,3
177559,5,Fair,42.647797986200004,-83.13227666405,2
37249,5,Poor,42.6801068246,-83.33725065125,1
106905,5,Poor,42.4466447354,-83.00439838060001,1
106328,4,Poor,42.3543904813,-83.0192066842,1
80004,2,Fair,41.74608092775,-83.72515675324999,2
207997,3,Poor,42.23880246185,-83.38601025085,1
208312,4,Fair,42.34977741835,-83.12064255485001,2
44573,5,Fair,42.53244961215,-82.88848369785,2
29275,2,Poor,42.501264013,-83.15247943130001,1
154185,2,Poor,42.6188347258,-83.93677575535,1
196998,3,Poor,42.3759538659,-82.96146378854999,1
98399,3,Poor,42.3594371274,-83.1026248567,1
87481,3,Good,42.22429795185,-83.64784451985,3
48961,5,Good,42.6696330901,-83.022968534,3
182441,1,Fair,42.508972425850004,-83.62110781185001,2
209305,2,Good,42.53003487945,-83.29070729989999,3
209392,3,Poor,42.527943181050006,-83.38040276045,1
64031,1,Good,42.524676830299995,-83.75390541985,3
89755,5,Fair,42.2610139832,-83.72253415205,2
85249,2,Poor,41.7520958237,-83.63259178825001,1
17642,1,Poor,42.487490240750006,-83.11940732080001,1
19469,4,Poor,42.6533617097,-83.2387398438,1
138705,2,Fair,42.29776949435,-83.42133415014999,2
187656,2,Poor,42.27797995755,-83.4937744618,1
109712,3,Good,42.3240963084,-83.08291997895,3
116819,2,Good,42.385080195949996,-83.2808159179,3
97103,3,Poor,42.267065019949996,-83.22361545895001,1
3377,5,Poor,42.52727996145,-83.22375501325,1
73280,2,Fair,43.16184606135,-82.5037059778,2
148767,2,Fair,42.70583803065,-83.1982524492,2
16502,3,Fair,42.463309909450004,-83.12314479534999,2
44991,4,Poor,42.4488653299,-83.00377315669999,1
54849,5,Good,42.6005298922,-82.90663068895,3
205140,1,Poor,42.293626557050004,-83.31585048215,1
4230,5,Good,42.6424444056,-83.2498219708,3
87142,2,Good,42.25625808135,-83.77755416420001,3
107249,3,Poor,42.42460563225001,-82.9287793675,1
118616,4,Fair,42.3161334223,-83.13092973779999,2
134695,4,Fair,42.14129711015,-83.1899556641,2
176049,2,Fair,42.63398136565,-83.31301406685,2
164186,2,Poor,41.735561709449996,-83.62960266580001,1
114143,4,Poor,42.30061476835,-83.26777677695,1
117896,1,Good,42.4233329158,-83.42328121185,3
47361,2,Fair,42.52982645545,-82.9952609427,2
72781,2,Fair,42.98620427025,-82.4376960634,2
190583,5,Fair,42.35366883345,-83.35168334265,2
42603,7,Fair,42.474025194549995,-83.02711212045,2
78260,2,Fair,42.9608366696,-82.4304432327,2
207394,1,Fair,42.350945637449996,-83.40929402965,2
201070,2,Poor,42.4148422816,-83.25173115884999,1
166159,3,Fair,42.49583526145,-83.44691268209999,2
106092,3,Poor,42.4168079979,-83.08628216414999,1
82112,4,Poor,41.809144966649995,-83.44651141975001,1
156040,2,Poor,42.600138102849996,-83.9501847498,1
114148,4,Poor,42.2799568329,-83.38477135790001,1
117742,5,Poor,42.311951785299996,-83.29640839805,1
107454,3,Fair,42.2192656686,-83.51174337629999,2
105157,6,Poor,42.3159365243,-83.0817490692,1
158712,2,Fair,42.46584654505,-83.0640656368,2
58558,5,Fair,42.61941644165,-82.86628144069999,2
182328,3,Good,42.47062648225,-83.2404418112,3
184610,2,Fair,43.06373021775,-82.4696945183,2
116169,2,Fair,42.11117090665,-83.29122994455,2
112812,2,Poor,42.310451016749994,-83.37890306770001,1
53333,2,Poor,42.68414840015,-83.0598874281,1
187355,4,Good,42.257363556650006,-83.63777707195,3
51308,4,Poor,42.52223511175001,-83.02135203805,1
92902,2,Poor,42.254108635950004,-83.6007764576,1
113805,3,Poor,42.27240725655,-83.52457699335,1
98480,4,Fair,42.371445965700005,-83.06982954624999,2
195717,4,Poor,42.212597002699994,-83.49218697725,1
102395,2,Poor,42.243545837949995,-83.24561748995,1
21887,4,Poor,42.8209186432,-83.55449530855,1
187059,4,Fair,42.2361810805,-83.57783643375001,2
110989,2,Poor,42.250611834400004,-83.17085823644999,1
137455,4,Poor,42.41712265655,-83.1473262767,1
14031,2,Fair,42.48632276385,-83.342759378,2
43932,2,Poor,42.5962925612,-82.81121994485,1
204075,3,Poor,42.27721083505,-83.20717339525,1
137692,3,Good,42.41864132105,-83.06709304444999,3
97069,3,Fair,42.2211504574,-83.4179525448,2
89145,2,Fair,42.308431870099994,-83.60451378425,2
195944,3,Fair,42.32632157905,-83.06911381925,2
196583,7,Poor,42.41201303045,-82.99284326995,1
197224,7,Poor,42.3702713515,-82.95615487570001,1
134637,5,Fair,42.13837690805,-83.2486298019,2
132111,3,Fair,42.20721026075,-83.16766972594999,2
